instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,demand_cluster
11840,2012-05-13,Summer,1,May,12,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,26.24,31.06,57.0,15.0,189,342,531,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11841,2012-05-13,Summer,1,May,13,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.88,31.82,54.0,17.0,255,347,602,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11842,2012-05-13,Summer,1,May,14,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,28.7,32.57,48.0,9.0,228,324,552,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11843,2012-05-13,Summer,1,May,15,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,29.52,32.57,45.0,24.0,190,309,499,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11844,2012-05-13,Summer,1,May,16,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,29.52,32.57,42.0,17.0,225,339,564,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11845,2012-05-13,Summer,1,May,17,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,28.7,31.82,45.0,28.0,191,287,478,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11846,2012-05-13,Summer,1,May,18,No,Sunday,Weekend/Holiday,Misty/Cloudy,27.88,31.82,44.0,24.0,129,260,389,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11847,2012-05-13,Summer,1,May,19,No,Sunday,Weekend/Holiday,Misty/Cloudy,27.06,31.06,50.0,28.0,107,232,339,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11848,2012-05-13,Summer,1,May,20,No,Sunday,Weekend/Holiday,Misty/Cloudy,27.06,31.06,50.0,19.0,67,163,230,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11849,2012-05-13,Summer,1,May,21,No,Sunday,Weekend/Holiday,Misty/Cloudy,26.24,31.06,53.0,13.0,48,121,169,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11850,2012-05-13,Summer,1,May,22,No,Sunday,Weekend/Holiday,Misty/Cloudy,25.42,30.3,61.0,11.0,42,89,131,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11851,2012-05-13,Summer,1,May,23,No,Sunday,Weekend/Holiday,Misty/Cloudy,25.42,31.06,57.0,15.0,17,57,74,499,Summer,2012,May,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.11,29.26,57.63,15.08,2172,3946,6118,High Demand
11852,2012-05-14,Summer,1,May,0,No,Monday,Working Day,Misty/Cloudy,24.6,31.06,56.0,17.0,21,14,35,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11853,2012-05-14,Summer,1,May,1,No,Monday,Working Day,Misty/Cloudy,24.6,30.3,60.0,19.0,5,6,11,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11854,2012-05-14,Summer,1,May,2,No,Monday,Working Day,Clear/Partly Cloudy,24.6,30.3,60.0,20.0,1,1,2,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11855,2012-05-14,Summer,1,May,3,No,Monday,Working Day,Misty/Cloudy,23.78,27.28,68.0,22.0,0,2,2,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11856,2012-05-14,Summer,1,May,4,No,Monday,Working Day,Misty/Cloudy,22.14,25.76,77.0,15.0,3,3,6,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11857,2012-05-14,Summer,1,May,5,No,Monday,Working Day,Misty/Cloudy,22.14,25.76,77.0,11.0,1,25,26,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11858,2012-05-14,Summer,1,May,6,No,Monday,Working Day,Light Snow/Rain,21.32,25.0,94.0,20.0,3,62,65,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11859,2012-05-14,Summer,1,May,7,No,Monday,Working Day,Light Snow/Rain,21.32,25.0,94.0,13.0,3,72,75,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11860,2012-05-14,Summer,1,May,8,No,Monday,Working Day,Light Snow/Rain,22.14,25.76,88.0,15.0,1,155,156,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11861,2012-05-14,Summer,1,May,9,No,Monday,Working Day,Light Snow/Rain,22.14,25.76,88.0,19.0,5,105,110,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11862,2012-05-14,Summer,1,May,10,No,Monday,Working Day,Light Snow/Rain,22.14,25.76,88.0,17.0,6,53,59,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11863,2012-05-14,Summer,1,May,11,No,Monday,Working Day,Misty/Cloudy,22.96,26.52,83.0,15.0,12,67,79,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11864,2012-05-14,Summer,1,May,12,No,Monday,Working Day,Misty/Cloudy,22.96,26.52,88.0,19.0,53,132,185,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11865,2012-05-14,Summer,1,May,13,No,Monday,Working Day,Misty/Cloudy,25.42,29.54,73.0,15.0,33,143,176,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11866,2012-05-14,Summer,1,May,14,No,Monday,Working Day,Misty/Cloudy,25.42,29.54,73.0,17.0,43,128,171,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11867,2012-05-14,Summer,1,May,15,No,Monday,Working Day,Misty/Cloudy,25.42,29.54,73.0,11.0,40,156,196,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11868,2012-05-14,Summer,1,May,16,No,Monday,Working Day,Light Snow/Rain,25.42,30.3,69.0,19.0,20,91,111,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11869,2012-05-14,Summer,1,May,17,No,Monday,Working Day,Light Snow/Rain,22.96,26.52,88.0,17.0,25,204,229,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11870,2012-05-14,Summer,1,May,18,No,Monday,Working Day,Misty/Cloudy,23.78,27.28,83.0,0.0,17,283,300,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11871,2012-05-14,Summer,1,May,19,No,Monday,Working Day,Light Snow/Rain,23.78,27.28,88.0,9.0,10,294,304,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11872,2012-05-14,Summer,1,May,20,No,Monday,Working Day,Misty/Cloudy,23.78,27.28,88.0,13.0,11,178,189,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11873,2012-05-14,Summer,1,May,21,No,Monday,Working Day,Misty/Cloudy,23.78,27.28,83.0,6.0,7,145,152,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11874,2012-05-14,Summer,1,May,22,No,Monday,Working Day,Misty/Cloudy,23.78,27.28,78.0,6.0,11,118,129,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11875,2012-05-14,Summer,1,May,23,No,Monday,Working Day,Misty/Cloudy,23.78,27.28,78.0,7.0,11,64,75,500,Summer,2012,May,No,Monday,Working Day,Misty/Cloudy,23.51,27.5,78.96,14.25,342,2501,2843,Low Demand
11876,2012-05-15,Summer,1,May,0,No,Tuesday,Working Day,Misty/Cloudy,22.96,26.52,88.0,9.0,7,25,32,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11877,2012-05-15,Summer,1,May,1,No,Tuesday,Working Day,Light Snow/Rain,22.96,26.52,88.0,9.0,5,14,19,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11878,2012-05-15,Summer,1,May,2,No,Tuesday,Working Day,Misty/Cloudy,22.96,26.52,88.0,9.0,1,3,4,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11879,2012-05-15,Summer,1,May,3,No,Tuesday,Working Day,Light Snow/Rain,23.78,27.28,83.0,9.0,1,5,6,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11880,2012-05-15,Summer,1,May,4,No,Tuesday,Working Day,Light Snow/Rain,22.96,26.52,94.0,0.0,1,4,5,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11881,2012-05-15,Summer,1,May,5,No,Tuesday,Working Day,Light Snow/Rain,22.96,26.52,94.0,15.0,0,8,8,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11882,2012-05-15,Summer,1,May,6,No,Tuesday,Working Day,Light Snow/Rain,22.96,26.52,94.0,15.0,2,22,24,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11883,2012-05-15,Summer,1,May,7,No,Tuesday,Working Day,Light Snow/Rain,22.96,26.52,94.0,9.0,1,91,92,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11884,2012-05-15,Summer,1,May,8,No,Tuesday,Working Day,Misty/Cloudy,23.78,27.28,88.0,6.0,8,401,409,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11885,2012-05-15,Summer,1,May,9,No,Tuesday,Working Day,Misty/Cloudy,23.78,27.28,88.0,6.0,28,327,355,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11886,2012-05-15,Summer,1,May,10,No,Tuesday,Working Day,Clear/Partly Cloudy,25.42,29.54,78.0,7.0,27,144,171,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11887,2012-05-15,Summer,1,May,11,No,Tuesday,Working Day,Clear/Partly Cloudy,26.24,29.54,78.0,13.0,38,186,224,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11888,2012-05-15,Summer,1,May,12,No,Tuesday,Working Day,Clear/Partly Cloudy,26.24,30.3,73.0,13.0,44,220,264,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11889,2012-05-15,Summer,1,May,13,No,Tuesday,Working Day,Light Snow/Rain,26.24,30.3,73.0,13.0,35,204,239,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11890,2012-05-15,Summer,1,May,14,No,Tuesday,Working Day,Misty/Cloudy,26.24,30.3,73.0,13.0,39,145,184,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11891,2012-05-15,Summer,1,May,15,No,Tuesday,Working Day,Misty/Cloudy,28.7,32.57,61.0,6.0,51,205,256,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11892,2012-05-15,Summer,1,May,16,No,Tuesday,Working Day,Clear/Partly Cloudy,27.88,31.82,65.0,11.0,74,300,374,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11893,2012-05-15,Summer,1,May,17,No,Tuesday,Working Day,Clear/Partly Cloudy,27.88,31.82,65.0,7.0,75,603,678,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11894,2012-05-15,Summer,1,May,18,No,Tuesday,Working Day,Clear/Partly Cloudy,28.7,32.57,61.0,6.0,68,665,733,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11895,2012-05-15,Summer,1,May,19,No,Tuesday,Working Day,Clear/Partly Cloudy,27.06,31.06,69.0,11.0,57,455,512,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11896,2012-05-15,Summer,1,May,20,No,Tuesday,Working Day,Light Snow/Rain,26.24,30.3,73.0,9.0,30,233,263,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11897,2012-05-15,Summer,1,May,21,No,Tuesday,Working Day,Light Snow/Rain,26.24,30.3,73.0,19.0,11,98,109,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11898,2012-05-15,Summer,1,May,22,No,Tuesday,Working Day,Clear/Partly Cloudy,23.78,27.28,78.0,15.0,9,74,83,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11899,2012-05-15,Summer,1,May,23,No,Tuesday,Working Day,Light Snow/Rain,22.96,26.52,88.0,7.0,13,58,71,501,Summer,2012,May,No,Tuesday,Working Day,Misty/Cloudy,25.08,28.82,79.46,9.88,625,4490,5115,Medium Demand
11900,2012-05-16,Summer,1,May,0,No,Wednesday,Working Day,Misty/Cloudy,23.78,27.28,88.0,0.0,12,27,39,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11901,2012-05-16,Summer,1,May,1,No,Wednesday,Working Day,Misty/Cloudy,23.78,27.28,88.0,9.0,7,14,21,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11902,2012-05-16,Summer,1,May,2,No,Wednesday,Working Day,Clear/Partly Cloudy,22.96,26.52,94.0,13.0,5,14,19,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11903,2012-05-16,Summer,1,May,3,No,Wednesday,Working Day,Clear/Partly Cloudy,22.96,26.52,88.0,7.0,1,5,6,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11904,2012-05-16,Summer,1,May,4,No,Wednesday,Working Day,Clear/Partly Cloudy,22.14,25.76,94.0,9.0,1,3,4,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11905,2012-05-16,Summer,1,May,5,No,Wednesday,Working Day,Clear/Partly Cloudy,22.14,25.76,94.0,7.0,4,34,38,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11906,2012-05-16,Summer,1,May,6,No,Wednesday,Working Day,Clear/Partly Cloudy,22.14,25.76,94.0,6.0,8,150,158,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11907,2012-05-16,Summer,1,May,7,No,Wednesday,Working Day,Clear/Partly Cloudy,22.96,26.52,83.0,0.0,14,426,440,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11908,2012-05-16,Summer,1,May,8,No,Wednesday,Working Day,Clear/Partly Cloudy,23.78,27.28,83.0,0.0,33,617,650,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11909,2012-05-16,Summer,1,May,9,No,Wednesday,Working Day,Misty/Cloudy,24.6,28.79,78.0,9.0,33,314,347,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11910,2012-05-16,Summer,1,May,10,No,Wednesday,Working Day,Clear/Partly Cloudy,27.06,31.06,61.0,0.0,43,149,192,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11911,2012-05-16,Summer,1,May,11,No,Wednesday,Working Day,Clear/Partly Cloudy,28.7,32.57,54.0,9.0,55,212,267,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11912,2012-05-16,Summer,1,May,12,No,Wednesday,Working Day,Clear/Partly Cloudy,28.7,32.57,54.0,13.0,59,271,330,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11913,2012-05-16,Summer,1,May,13,No,Wednesday,Working Day,Clear/Partly Cloudy,29.52,32.57,42.0,0.0,77,273,350,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11914,2012-05-16,Summer,1,May,14,No,Wednesday,Working Day,Clear/Partly Cloudy,29.52,32.57,42.0,6.0,42,221,263,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11915,2012-05-16,Summer,1,May,15,No,Wednesday,Working Day,Misty/Cloudy,29.52,33.34,48.0,7.0,52,222,274,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11916,2012-05-16,Summer,1,May,16,No,Wednesday,Working Day,Clear/Partly Cloudy,29.52,32.57,45.0,7.0,70,376,446,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11917,2012-05-16,Summer,1,May,17,No,Wednesday,Working Day,Clear/Partly Cloudy,29.52,33.34,51.0,13.0,104,769,873,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11918,2012-05-16,Summer,1,May,18,No,Wednesday,Working Day,Clear/Partly Cloudy,29.52,33.34,51.0,15.0,97,749,846,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11919,2012-05-16,Summer,1,May,19,No,Wednesday,Working Day,Clear/Partly Cloudy,28.7,32.57,54.0,19.0,91,499,590,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11920,2012-05-16,Summer,1,May,20,No,Wednesday,Working Day,Clear/Partly Cloudy,27.06,31.06,65.0,17.0,61,398,459,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11921,2012-05-16,Summer,1,May,21,No,Wednesday,Working Day,Clear/Partly Cloudy,26.24,30.3,73.0,13.0,63,330,393,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11922,2012-05-16,Summer,1,May,22,No,Wednesday,Working Day,Clear/Partly Cloudy,26.24,30.3,73.0,11.0,33,253,286,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11923,2012-05-16,Summer,1,May,23,No,Wednesday,Working Day,Clear/Partly Cloudy,25.42,29.54,78.0,7.0,26,107,133,502,Summer,2012,May,No,Wednesday,Working Day,Clear/Partly Cloudy,26.1,29.8,69.79,8.21,991,6433,7424,High Demand
11924,2012-05-17,Summer,1,May,0,No,Thursday,Working Day,Clear/Partly Cloudy,24.6,28.79,78.0,9.0,30,49,79,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11925,2012-05-17,Summer,1,May,1,No,Thursday,Working Day,Clear/Partly Cloudy,24.6,28.03,83.0,11.0,12,16,28,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11926,2012-05-17,Summer,1,May,2,No,Thursday,Working Day,Clear/Partly Cloudy,24.6,28.79,78.0,11.0,8,8,16,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11927,2012-05-17,Summer,1,May,3,No,Thursday,Working Day,Clear/Partly Cloudy,24.6,29.54,73.0,17.0,0,3,3,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11928,2012-05-17,Summer,1,May,4,No,Thursday,Working Day,Clear/Partly Cloudy,24.6,30.3,64.0,22.0,3,13,16,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11929,2012-05-17,Summer,1,May,5,No,Thursday,Working Day,Clear/Partly Cloudy,22.96,26.52,68.0,22.0,1,34,35,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11930,2012-05-17,Summer,1,May,6,No,Thursday,Working Day,Clear/Partly Cloudy,22.14,25.76,73.0,24.0,10,149,159,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11931,2012-05-17,Summer,1,May,7,No,Thursday,Working Day,Clear/Partly Cloudy,22.14,25.76,73.0,26.0,25,449,474,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11932,2012-05-17,Summer,1,May,8,No,Thursday,Working Day,Clear/Partly Cloudy,21.32,25.0,55.0,30.0,29,605,634,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11933,2012-05-17,Summer,1,May,9,No,Thursday,Working Day,Clear/Partly Cloudy,22.14,25.76,52.0,28.0,57,289,346,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11934,2012-05-17,Summer,1,May,10,No,Thursday,Working Day,Clear/Partly Cloudy,22.96,26.52,52.0,17.0,43,162,205,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11935,2012-05-17,Summer,1,May,11,No,Thursday,Working Day,Clear/Partly Cloudy,23.78,27.28,49.0,15.0,77,202,279,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11936,2012-05-17,Summer,1,May,12,No,Thursday,Working Day,Clear/Partly Cloudy,24.6,31.06,43.0,13.0,72,276,348,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11937,2012-05-17,Summer,1,May,13,No,Thursday,Working Day,Clear/Partly Cloudy,25.42,31.06,41.0,13.0,86,241,327,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11938,2012-05-17,Summer,1,May,14,No,Thursday,Working Day,Clear/Partly Cloudy,26.24,31.06,38.0,13.0,68,202,270,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11939,2012-05-17,Summer,1,May,15,No,Thursday,Working Day,Clear/Partly Cloudy,26.24,31.06,36.0,17.0,83,233,316,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11940,2012-05-17,Summer,1,May,16,No,Thursday,Working Day,Clear/Partly Cloudy,27.06,31.06,31.0,13.0,86,344,430,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11941,2012-05-17,Summer,1,May,17,No,Thursday,Working Day,Clear/Partly Cloudy,27.06,31.06,31.0,9.0,133,719,852,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11942,2012-05-17,Summer,1,May,18,No,Thursday,Working Day,Clear/Partly Cloudy,27.06,31.06,27.0,11.0,134,734,868,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
11943,2012-05-17,Summer,1,May,19,No,Thursday,Working Day,Clear/Partly Cloudy,26.24,31.06,31.0,13.0,86,451,537,503,Summer,2012,May,No,Thursday,Working Day,Clear/Partly Cloudy,24.33,28.63,52.0,15.37,1242,6142,7384,High Demand
